LoanID,Age,Gender,Marital_Status,Employment_Status,Annual_Income,Loan_Amount,Loan_Term_Months,Credit_Score,Existing_Loans_Count,Loan_Approval_Status
368,55.0,Female,Married,Unemployed,26798.0,298860.0,24,687.0,3,1
369,53.0,Male,Married,Self-Employed,217175.0,132558.0,60,539.0,0,1
370,41.0,Female,Divorced,Unemployed,97160.0,345399.0,12,373.0,4,0
371,52.0,Male,Divorced,Unemployed,97751.0,157849.0,12,330.0,1,0
372,43.0,Female,Widowed,Unemployed,224574.0,394470.0,48,778.0,0,1
373,53.0,Male,Married,Unemployed,202482.0,447501.0,60,313.0,3,1
374,23.0,Male,Married,Self-Employed,60888.0,126921.0,48,615.0,4,0
375,38.0,Female,Divorced,Employed,69047.0,218630.0,12,367.0,2,0
376,45.0,Female,Single,Employed,246361.0,497748.0,48,837.0,1,0
377,62.0,Female,Single,Unemployed,129640.0,98481.0,24,590.0,1,1
378,51.0,Female,Single,Unemployed,122614.0,164860.0,72,323.0,1,1
379,23.0,Male,Divorced,Unemployed,65955.0,402235.0,24,714.0,4,1
380,60.0,Male,Divorced,Employed,153054.0,80018.0,72,335.0,0,0
381,66.0,Male,Single,Employed,184936.0,51873.0,60,400.0,0,0
382,44.0,Female,Single,Unemployed,141298.0,482332.0,12,845.0,0,1
383,52.0,Male,Married,Employed,230190.0,135241.0,60,338.0,0,0
384,67.0,Male,Divorced,Self-Employed,105490.0,408111.0,60,510.0,1,0
385,42.0,Female,Divorced,Unemployed,59265.0,215743.0,12,471.0,2,0
386,43.0,Female,Single,Unemployed,66313.0,447229.0,36,741.0,1,1
387,22.0,Male,Single,Self-Employed,64350.0,457786.0,36,358.0,2,0
388,47.0,Female,Widowed,Self-Employed,166450.0,474139.0,48,709.0,2,0
389,62.0,Male,Divorced,Employed,129168.0,361816.0,36,833.0,0,0
390,22.0,Male,Widowed,Self-Employed,220887.0,481111.0,24,664.0,3,0
391,46.0,Female,Married,Unemployed,47924.0,52672.0,72,666.0,4,0
392,37.0,Male,Widowed,Employed,102593.0,273265.0,60,643.0,3,0
393,60.0,Female,Single,Self-Employed,137490.0,104332.0,48,595.0,2,1
394,,Female,Divorced,Employed,,,60,,3,0
395,29.0,Male,Divorced,Employed,50353.0,335007.0,12,822.0,2,0
396,63.0,Male,Widowed,Employed,133744.0,155002.0,36,564.0,1,1
397,68.0,Male,Widowed,Employed,237522.0,54987.0,12,823.0,1,0
398,59.0,Female,Married,Self-Employed,36192.0,105787.0,48,337.0,0,0
399,49.0,Male,Married,Unemployed,168522.0,395359.0,72,430.0,4,0
400,62.0,Female,Single,Unemployed,156504.0,433718.0,24,681.0,1,1
401,46.0,Female,Single,Self-Employed,208297.0,102083.0,36,524.0,4,1
402,,Male,Single,Unemployed,,,12,,0,0
403,45.0,Female,Widowed,Employed,118991.0,375178.0,72,730.0,4,0
404,44.0,Male,Widowed,Employed,98711.0,340218.0,36,688.0,1,1
405,33.0,Male,Divorced,Employed,216676.0,12304.0,60,353.0,1,0
406,27.0,Male,Single,Self-Employed,161367.0,140121.0,24,323.0,3,1
407,56.0,Male,Widowed,Employed,26774.0,282091.0,72,694.0,3,0
408,65.0,Male,Divorced,Employed,135107.0,261594.0,36,418.0,3,0
409,,Male,Single,Self-Employed,,,24,,4,0
410,21.0,Male,Married,Employed,182358.0,291851.0,72,491.0,1,0
411,,Female,Married,Employed,,,60,,0,0
412,66.0,Male,Widowed,Unemployed,245522.0,460136.0,60,683.0,2,0
413,36.0,Female,Divorced,Self-Employed,248552.0,311688.0,12,645.0,1,0
414,34.0,Female,Married,Employed,92427.0,166778.0,48,772.0,3,0
415,32.0,Female,Divorced,Employed,107513.0,105770.0,12,302.0,3,0
416,43.0,Male,Divorced,Employed,84014.0,432209.0,24,349.0,4,0
417,35.0,Female,Married,Employed,246959.0,19987.0,12,803.0,3,1
418,48.0,Female,Divorced,Unemployed,226924.0,155161.0,72,510.0,4,1
419,54.0,Male,Married,Unemployed,75256.0,70997.0,36,827.0,0,0
420,22.0,Male,Widowed,Unemployed,118743.0,831411.0,72,582.0,3,0
421,52.0,Female,Single,Unemployed,209702.0,16465.0,12,678.0,4,0
422,43.0,Male,Single,Self-Employed,111190.0,87071.0,48,625.0,3,0
423,42.0,Male,Widowed,Employed,213843.0,299784.0,72,597.0,4,1
424,45.0,Male,Married,Unemployed,71715.0,343141.0,72,437.0,1,0
425,42.0,Male,Married,Employed,27466.0,17366.0,72,424.0,4,1
426,42.0,Female,Married,Self-Employed,37637.0,297039.0,48,691.0,2,0
427,69.0,Male,Married,Employed,150424.0,268929.0,72,701.0,0,0
428,62.0,Male,Widowed,Employed,88745.0,11242.0,24,779.0,1,1
429,26.0,Male,Single,Unemployed,56317.0,291673.0,60,700.0,0,0
430,35.0,Female,Divorced,Unemployed,200838.0,117616.0,48,661.0,1,0
431,63.0,Female,Divorced,Self-Employed,154150.0,331543.0,24,365.0,3,0
432,57.0,Male,Single,Employed,178371.0,273500.0,48,727.0,4,1
433,53.0,Male,Widowed,Unemployed,23543.0,421445.0,48,820.0,3,0
434,28.0,Female,Divorced,Unemployed,142790.0,90380.0,60,731.0,0,0
435,64.0,Male,Single,Unemployed,245699.0,285364.0,36,404.0,0,1
436,64.0,Male,Widowed,Self-Employed,71052.0,423867.0,24,388.0,1,0
437,25.0,Female,Divorced,Employed,245555.0,364366.0,48,305.0,0,1
438,59.0,Male,Married,Unemployed,42064.0,223735.0,48,457.0,4,0
439,24.0,Male,Married,Employed,92287.0,1066026.0,12,678.0,0,1
440,,Female,Widowed,Self-Employed,,,72,,3,1
441,65.0,Female,Married,Employed,140550.0,260960.0,36,402.0,4,0
442,52.0,Male,Widowed,Unemployed,234704.0,39261.0,60,522.0,0,0
443,50.0,Female,Single,Employed,34425.0,194551.0,24,701.0,2,1
444,67.0,Male,Single,Employed,71481.0,448916.0,48,844.0,2,1
445,55.0,Male,Divorced,Self-Employed,97347.0,226968.0,72,808.0,3,0
446,60.0,Male,Widowed,Self-Employed,234186.0,135792.0,24,483.0,1,1
447,36.0,Female,Divorced,Employed,92317.0,108467.0,60,386.0,1,0
448,33.0,Female,Divorced,Employed,237898.0,309524.0,36,679.0,0,0
449,62.0,Male,Single,Employed,70530.0,346977.0,12,837.0,4,0
450,50.0,Male,Divorced,Self-Employed,101099.0,109008.0,36,712.0,1,0
451,39.0,Female,Married,Self-Employed,45888.0,355468.0,12,817.0,2,0
452,37.0,Female,Divorced,Employed,178563.0,394862.0,24,594.0,1,0
453,39.0,Female,Widowed,Self-Employed,183424.0,109992.0,36,559.0,2,1
454,48.0,Male,Married,Unemployed,172748.0,32011.0,36,683.0,1,0
455,46.0,Female,Single,Self-Employed,85836.0,184675.0,36,603.0,3,0
456,57.0,Female,Widowed,Self-Employed,188535.0,98593.0,60,615.0,4,1
457,46.0,Male,Married,Self-Employed,130478.0,123339.0,24,376.0,0,0
458,43.0,Male,Widowed,Unemployed,68990.0,154519.0,12,678.0,2,0
459,29.0,Male,Married,Unemployed,106544.0,88940.0,36,760.0,1,1
460,32.0,Female,Widowed,Unemployed,83627.0,91677.0,24,355.0,0,1
461,21.0,Male,Widowed,Employed,171293.0,486059.0,72,380.0,2,0
462,21.0,Male,Married,Employed,245942.0,474093.0,60,475.0,2,0
463,67.0,Male,Single,Unemployed,148345.0,241729.0,60,682.0,3,0
464,54.0,Male,Single,Employed,236909.0,472894.0,72,448.0,1,1
465,52.0,Female,Widowed,Employed,92843.0,118570.0,24,580.0,0,0
466,,Male,Widowed,Employed,,,12,,1,0
467,45.0,Female,Single,Unemployed,49251.0,68056.0,24,708.0,1,1
468,60.0,Female,Single,Self-Employed,197658.0,86468.0,24,329.0,4,0
469,65.0,Female,Divorced,Unemployed,94418.0,390041.0,48,721.0,2,0
470,,Male,Single,Unemployed,,,60,,2,0
471,36.0,Female,Widowed,Employed,72620.0,234945.0,12,658.0,4,0
472,59.0,Male,Married,Employed,30040.0,42880.0,48,461.0,4,1
473,25.0,Male,Single,Self-Employed,222749.0,6355.0,72,527.0,1,0
474,42.0,Male,Divorced,Self-Employed,196950.0,111360.0,24,520.0,2,0
475,49.0,Female,Divorced,Self-Employed,157041.0,63936.0,72,372.0,0,0
476,23.0,Male,Divorced,Self-Employed,33162.0,200680.0,60,698.0,3,0
477,32.0,Male,Married,Unemployed,85435.0,217694.0,48,394.0,4,1
478,46.0,Male,Single,Self-Employed,138504.0,251590.0,48,774.0,0,1
479,36.0,Female,Single,Unemployed,94667.0,223123.0,12,394.0,0,0
480,57.0,Female,Single,Employed,148658.0,262034.0,24,423.0,1,0
481,42.0,Female,Married,Self-Employed,25037.0,215828.0,12,799.0,4,0
482,49.0,Male,Married,Employed,80526.0,52266.0,48,347.0,0,0
483,34.0,Female,Widowed,Employed,107914.0,190626.0,48,394.0,3,1
484,48.0,Male,Divorced,Unemployed,165765.0,194287.0,12,776.0,0,1
485,25.0,Male,Divorced,Self-Employed,112162.0,104138.0,48,332.0,3,0
486,67.0,Female,Single,Unemployed,79090.0,65656.0,36,417.0,3,0
487,69.0,Male,Married,Employed,153523.0,59104.0,60,550.0,3,0
488,50.0,Female,Married,Self-Employed,85560.0,81844.0,24,602.0,4,0
489,66.0,Male,Single,Employed,157034.0,5969.0,60,421.0,3,0
490,25.0,Female,Single,Employed,248023.0,366040.0,24,517.0,4,0
491,32.0,Male,Widowed,Self-Employed,109552.0,267398.0,48,352.0,0,0
492,36.0,Male,Divorced,Self-Employed,36444.0,408522.0,12,425.0,3,0
493,46.0,Male,Divorced,Self-Employed,60443.0,70516.0,12,458.0,2,0
494,46.0,Male,Divorced,Unemployed,167578.0,98077.0,48,475.0,0,1
495,68.0,Male,Widowed,Unemployed,189456.0,466413.0,24,591.0,2,1
496,41.0,Female,Single,Employed,117229.0,216917.0,48,458.0,2,0
497,59.0,Male,Single,Self-Employed,132314.0,416439.0,24,790.0,1,0
498,56.0,Female,Divorced,Employed,44248.0,469657.0,48,656.0,4,0
499,53.0,Female,Divorced,Employed,197234.0,335111.0,48,536.0,1,1
500,50.0,Female,Widowed,Employed,193762.0,471508.0,48,727.0,4,1
501,57.0,Male,Married,Employed,147521.0,206961.0,12,424.0,1,1
502,43.0,Male,Married,Employed,220697.0,55117.0,24,614.0,0,1
503,30.0,Male,Divorced,Self-Employed,88008.0,6737.0,72,578.0,2,0
504,25.0,Female,Widowed,Unemployed,80309.0,87404.0,48,404.0,0,0
505,56.0,Male,Divorced,Self-Employed,63237.0,430692.0,60,341.0,4,0
506,54.0,Male,Married,Self-Employed,146967.0,422541.0,60,696.0,2,0
507,,Female,Divorced,Self-Employed,,,12,,2,0
508,30.0,Female,Married,Unemployed,28104.0,488338.0,36,790.0,4,1
509,39.0,Female,Married,Unemployed,103230.0,280055.0,72,467.0,0,1
510,52.0,Female,Married,Unemployed,110266.0,165152.0,12,473.0,2,0
511,21.0,Female,Single,Self-Employed,54980.0,289779.0,36,671.0,0,1
512,25.0,Female,Single,Unemployed,94990.0,318323.0,12,449.0,0,0
513,65.0,Male,Divorced,Employed,190632.0,403429.0,60,548.0,0,1
514,24.0,Female,Married,Unemployed,29554.0,193214.0,48,479.0,2,1
515,36.0,Male,Single,Self-Employed,111049.0,240603.0,24,419.0,3,0
516,44.0,Male,Divorced,Self-Employed,197059.0,330689.0,48,327.0,1,0
517,36.0,Male,Divorced,Employed,182057.0,426156.0,60,416.0,4,0
518,22.0,Female,Divorced,Unemployed,241370.0,245655.0,24,561.0,0,1
519,69.0,Male,Divorced,Unemployed,68167.0,393062.0,36,337.0,2,0
520,48.0,Female,Divorced,Employed,191500.0,315748.0,36,496.0,4,1
521,52.0,Female,Widowed,Self-Employed,87238.0,224973.0,60,824.0,3,0
522,47.0,Male,Married,Self-Employed,213795.0,341476.0,24,736.0,3,1
523,40.0,Female,Divorced,Unemployed,37038.0,316263.0,48,709.0,2,1
524,44.0,Male,Widowed,Unemployed,173291.0,87888.0,60,632.0,0,1
525,32.0,Male,Married,Unemployed,155343.0,328748.0,36,830.0,3,0
526,55.0,Female,Single,Unemployed,47397.0,21820.0,60,764.0,3,0
527,53.0,Male,Divorced,Unemployed,94491.0,81502.0,48,457.0,3,0
528,53.0,Male,Widowed,Self-Employed,49602.0,379415.0,12,459.0,2,0
529,63.0,Male,Single,Self-Employed,74471.0,72345.0,72,633.0,4,0
530,57.0,Female,Widowed,Self-Employed,213222.0,175386.0,72,675.0,1,0
531,,Male,Married,Self-Employed,,,72,,2,1
532,23.0,Female,Married,Employed,117081.0,338185.0,12,496.0,0,0
533,21.0,Female,Single,Self-Employed,43116.0,494401.0,48,419.0,2,1
534,53.0,Male,Widowed,Employed,26674.0,75793.0,24,525.0,2,0
535,60.0,Male,Divorced,Self-Employed,168541.0,478803.0,60,709.0,1,0
536,30.0,Female,Divorced,Unemployed,25446.0,272053.0,48,837.0,1,0
537,63.0,Female,Single,Unemployed,144809.0,97881.0,12,638.0,1,0
538,64.0,Male,Single,Unemployed,40760.0,19866.0,36,836.0,4,0
539,49.0,Male,Single,Employed,21963.0,178861.0,72,519.0,2,0
540,33.0,Female,Widowed,Self-Employed,128281.0,357548.0,72,592.0,0,1
541,32.0,Female,Divorced,Self-Employed,227074.0,264546.0,48,503.0,1,0
542,51.0,Female,Divorced,Employed,178334.0,249734.0,72,813.0,1,0
543,66.0,Female,Divorced,Employed,25177.0,492279.0,72,501.0,2,0
544,22.0,Female,Single,Employed,31160.0,333141.0,48,331.0,0,1
545,,Male,Divorced,Employed,,,48,,1,1
546,43.0,Female,Married,Employed,27543.0,53500.0,12,501.0,2,1
547,37.0,Female,Single,Unemployed,127211.0,204841.0,12,592.0,3,0
548,46.0,Male,Divorced,Self-Employed,233234.0,261043.0,72,414.0,4,0
549,28.0,Male,Widowed,Employed,59278.0,279272.0,48,521.0,2,0
550,49.0,Female,Single,Unemployed,180679.0,10202.0,48,481.0,1,1
551,46.0,Female,Married,Employed,236907.0,368387.0,72,768.0,0,0
552,30.0,Male,Married,Unemployed,168293.0,265731.0,24,725.0,3,0
553,46.0,Female,Widowed,Employed,154395.0,495010.0,36,359.0,0,0
554,,Female,Widowed,Self-Employed,,,60,,0,0
555,61.0,Male,Single,Employed,96151.0,184037.0,60,310.0,0,0
556,27.0,Female,Single,Employed,86968.0,429454.0,72,684.0,2,0
557,24.0,Male,Married,Self-Employed,174310.0,84258.0,60,709.0,2,0
558,65.0,Male,Widowed,Self-Employed,83830.0,135388.0,12,341.0,4,1
559,31.0,Male,Single,Employed,93967.0,116302.0,12,422.0,3,0
560,49.0,Male,Married,Self-Employed,159402.0,395767.0,24,551.0,0,0
561,56.0,Female,Widowed,Self-Employed,195225.0,185312.0,72,783.0,1,0
562,45.0,Male,Married,Unemployed,28611.0,88583.0,12,512.0,0,1
563,41.0,Female,Divorced,Self-Employed,33872.0,467053.0,72,567.0,3,0
564,56.0,Female,Widowed,Self-Employed,69455.0,190361.0,72,839.0,0,0
565,30.0,Female,Single,Employed,54930.0,430760.0,48,434.0,2,0
566,,Female,Single,Employed,,,36,,2,0
567,29.0,Female,Divorced,Unemployed,82714.0,102119.0,36,425.0,3,0
568,44.0,Male,Widowed,Employed,144906.0,229121.0,72,658.0,4,0
569,55.0,Male,Married,Self-Employed,239866.0,479392.0,36,802.0,0,1
570,69.0,Male,Single,Self-Employed,199788.0,27413.0,36,617.0,3,1
571,55.0,Male,Divorced,Self-Employed,128722.0,349485.0,60,311.0,1,1
572,68.0,Female,Divorced,Employed,86704.0,483885.0,60,776.0,1,0
573,56.0,Male,Widowed,Self-Employed,20415.0,184971.0,48,593.0,4,0
574,38.0,Female,Widowed,Self-Employed,96441.0,91891.0,24,739.0,2,1
575,69.0,Female,Single,Unemployed,131736.0,486981.0,12,815.0,3,1
576,59.0,Male,Divorced,Unemployed,90779.0,206041.0,12,690.0,0,0
577,52.0,Male,Married,Unemployed,233141.0,38033.0,60,615.0,3,0
578,44.0,Male,Divorced,Employed,243628.0,368298.0,72,307.0,4,1
579,43.0,Male,Married,Self-Employed,108444.0,6378.0,36,807.0,3,0
580,52.0,Female,Married,Self-Employed,222507.0,404719.0,48,423.0,4,1
581,57.0,Female,Single,Self-Employed,124448.0,110461.0,24,671.0,4,0
582,32.0,Male,Divorced,Unemployed,29888.0,536538.0,60,613.0,4,0
583,69.0,Female,Married,Self-Employed,196371.0,195680.0,72,484.0,3,0
584,33.0,Female,Widowed,Self-Employed,144790.0,124104.0,48,846.0,1,0
585,43.0,Female,Married,Self-Employed,78765.0,300761.0,72,824.0,0,0
586,45.0,Male,Widowed,Self-Employed,213786.0,140886.0,48,338.0,4,1
587,55.0,Female,Widowed,Self-Employed,35935.0,393760.0,60,383.0,2,1
588,61.0,Male,Divorced,Employed,93002.0,194407.0,48,320.0,4,1
589,50.0,Male,Widowed,Self-Employed,100631.0,254524.0,36,552.0,3,0
590,37.0,Female,Married,Employed,227801.0,290907.0,48,602.0,4,0
591,69.0,Female,Widowed,Self-Employed,21320.0,146072.0,24,557.0,2,0
592,40.0,Male,Divorced,Employed,66032.0,479040.0,48,841.0,1,1
593,68.0,Female,Single,Self-Employed,97763.0,401490.0,12,760.0,3,0
594,45.0,Female,Married,Self-Employed,168979.0,185940.0,48,523.0,3,0
595,42.0,Male,Married,Self-Employed,58002.0,321376.0,72,391.0,3,1
596,33.0,Male,Divorced,Self-Employed,195910.0,150299.0,60,579.0,2,0
597,39.0,Male,Divorced,Unemployed,58912.0,153351.0,12,469.0,3,1
598,69.0,Male,Divorced,Self-Employed,20552.0,210976.0,60,547.0,1,1
599,56.0,Female,Divorced,Employed,40140.0,377393.0,72,660.0,0,0
600,,Female,Married,Unemployed,,,24,,0,0
601,61.0,Male,Single,Unemployed,199809.0,178808.0,36,734.0,4,1
602,39.0,Male,Widowed,Self-Employed,53367.0,494758.0,24,705.0,0,0
603,32.0,Male,Widowed,Employed,231706.0,360060.0,12,377.0,2,0
604,29.0,Female,Single,Employed,44061.0,491720.0,72,757.0,0,0
605,,Male,Single,Unemployed,,,72,,2,0
606,48.0,Female,Single,Employed,231408.0,215511.0,36,313.0,2,1
607,34.0,Male,Divorced,Self-Employed,62124.0,351607.0,48,344.0,4,1
608,51.0,Male,Married,Self-Employed,196710.0,12771.0,12,337.0,0,1
609,39.0,Male,Married,Self-Employed,242187.0,346140.0,36,715.0,4,1
610,67.0,Female,Married,Self-Employed,153054.0,337317.0,60,544.0,3,0
611,36.0,Female,Divorced,Self-Employed,136322.0,307978.0,36,361.0,1,1
612,25.0,Female,Married,Unemployed,126134.0,401769.0,60,792.0,0,0
613,55.0,Male,Divorced,Self-Employed,55765.0,170189.0,60,622.0,3,0
614,32.0,Female,Married,Self-Employed,102606.0,106290.0,72,551.0,3,1
615,45.0,Female,Single,Unemployed,116422.0,487332.0,36,767.0,4,0
616,41.0,Male,Widowed,Unemployed,129910.0,213130.0,72,360.0,4,1
617,56.0,Male,Widowed,Unemployed,74681.0,198209.0,72,418.0,1,0
618,43.0,Female,Divorced,Employed,214304.0,396072.0,24,386.0,1,1
619,36.0,Female,Married,Employed,82349.0,39890.0,24,379.0,1,0
620,59.0,Female,Widowed,Self-Employed,120063.0,98740.0,72,527.0,1,0
621,65.0,Female,Single,Self-Employed,83474.0,346572.0,72,782.0,4,0
622,62.0,Male,Single,Self-Employed,180585.0,13689.0,60,609.0,2,0
623,,Male,Single,Employed,,,72,,4,0
624,34.0,Male,Divorced,Self-Employed,132196.0,324342.0,12,324.0,2,1
625,51.0,Female,Divorced,Self-Employed,43618.0,215670.0,36,501.0,4,1
626,,Female,Married,Employed,,,12,,4,0
627,55.0,Male,Single,Unemployed,166481.0,152763.0,24,809.0,1,0
628,43.0,Male,Married,Employed,29529.0,138823.0,12,819.0,2,0
629,49.0,Female,Married,Self-Employed,142164.0,390907.0,48,482.0,3,0
630,63.0,Female,Single,Employed,44154.0,12782.0,48,376.0,3,0
631,31.0,Male,Married,Unemployed,52882.0,350328.0,24,725.0,3,0
632,38.0,Male,Widowed,Unemployed,64917.0,148612.0,12,366.0,1,1
633,67.0,Male,Divorced,Unemployed,102488.0,313135.0,36,793.0,3,0
634,32.0,Female,Married,Unemployed,35701.0,338019.0,24,846.0,4,0
635,29.0,Female,Single,Unemployed,226353.0,228628.0,48,376.0,1,0
636,30.0,Female,Divorced,Unemployed,240943.0,425825.0,24,354.0,3,0
637,64.0,Female,Divorced,Self-Employed,88225.0,323799.0,12,772.0,1,1
638,37.0,Female,Married,Self-Employed,139278.0,207456.0,12,546.0,4,0
639,58.0,Female,Widowed,Employed,203564.0,68177.0,12,738.0,1,0
640,27.0,Male,Married,Self-Employed,22988.0,63396.0,60,613.0,3,0
641,66.0,Male,Widowed,Unemployed,55919.0,284021.0,12,619.0,1,1
642,33.0,Female,Divorced,Self-Employed,199498.0,395078.0,72,519.0,0,1
643,60.0,Male,Married,Employed,203239.0,23405.0,48,670.0,3,0
644,62.0,Female,Single,Unemployed,29013.0,121435.0,48,515.0,4,0
645,29.0,Male,Married,Self-Employed,190185.0,315773.0,60,348.0,2,0
646,47.0,Female,Widowed,Self-Employed,154646.0,51233.0,48,762.0,1,0
647,22.0,Male,Widowed,Employed,249088.0,288615.0,48,417.0,1,1
648,25.0,Male,Married,Unemployed,27838.0,270446.0,24,381.0,3,0
649,49.0,Female,Widowed,Employed,244971.0,216045.0,12,562.0,3,1
650,57.0,Female,Divorced,Unemployed,51368.0,380610.0,72,795.0,0,0
651,58.0,Male,Married,Unemployed,52228.0,347192.0,72,475.0,4,0
652,39.0,Male,Widowed,Self-Employed,200783.0,102972.0,24,388.0,1,1
653,28.0,Female,Married,Employed,66097.0,421727.0,72,658.0,1,0
654,68.0,Male,Married,Employed,206845.0,403238.0,24,585.0,2,0
655,65.0,Female,Single,Employed,179711.0,310383.0,72,596.0,1,1
656,21.0,Female,Married,Unemployed,165895.0,207763.0,48,559.0,1,1
657,42.0,Male,Single,Employed,174582.0,395329.0,36,774.0,0,1
658,37.0,Female,Widowed,Unemployed,149802.0,233088.0,12,835.0,2,1
659,27.0,Male,Single,Employed,58333.0,128811.0,36,336.0,1,1
660,45.0,Male,Single,Employed,24435.0,388241.0,48,480.0,1,0
661,65.0,Female,Single,Self-Employed,58418.0,64269.0,60,324.0,4,1
662,24.0,Male,Divorced,Employed,77955.0,108558.0,24,648.0,1,1
663,56.0,Female,Single,Self-Employed,79507.0,95868.0,72,842.0,0,0
664,26.0,Female,Married,Self-Employed,71033.0,456614.0,72,526.0,1,0
665,51.0,Female,Single,Unemployed,237161.0,262882.0,48,647.0,1,0
666,39.0,Male,Married,Employed,92972.0,329039.0,72,337.0,3,1
667,64.0,Female,Single,Employed,122012.0,337034.0,48,682.0,1,0
668,59.0,Male,Divorced,Employed,67219.0,102383.0,36,535.0,2,1
669,47.0,Female,Widowed,Self-Employed,185549.0,302428.0,60,480.0,3,0
670,30.0,Female,Single,Employed,240852.0,446856.0,24,413.0,2,0
671,46.0,Female,Single,Unemployed,193793.0,342836.0,72,605.0,2,0
672,39.0,Male,Divorced,Unemployed,218300.0,420669.0,60,431.0,0,0
673,59.0,Male,Single,Employed,166595.0,234297.0,60,647.0,1,0
674,23.0,Female,Married,Self-Employed,52326.0,94294.0,60,479.0,2,0
675,65.0,Female,Single,Unemployed,132626.0,210446.0,12,714.0,1,0
676,33.0,Male,Single,Unemployed,193277.0,436192.0,60,684.0,1,0
677,,Male,Widowed,Self-Employed,,,48,,0,0
678,40.0,Male,Widowed,Unemployed,86735.0,411941.0,12,342.0,0,0
679,48.0,Female,Single,Self-Employed,124396.0,473089.0,12,779.0,2,1
680,28.0,Male,Divorced,Unemployed,36375.0,474453.0,60,417.0,2,1
681,61.0,Female,Widowed,Self-Employed,153783.0,231419.0,72,360.0,3,1
682,59.0,Male,Single,Unemployed,183509.0,179115.0,72,487.0,1,0
683,21.0,Female,Widowed,Employed,179094.0,99852.0,72,752.0,1,0
684,23.0,Female,Single,Unemployed,29182.0,82080.0,72,486.0,0,0
685,33.0,Female,Widowed,Unemployed,113177.0,201062.0,48,763.0,0,1
686,48.0,Male,Widowed,Employed,115066.0,485266.0,72,463.0,2,0
687,69.0,Male,Married,Employed,144401.0,86863.0,24,723.0,3,1
688,45.0,Male,Single,Employed,108148.0,445025.0,60,401.0,3,0
689,53.0,Female,Single,Employed,222603.0,21705.0,12,566.0,0,0
690,58.0,Female,Single,Self-Employed,192022.0,68131.0,24,452.0,0,0
691,26.0,Male,Single,Self-Employed,123806.0,343159.0,72,728.0,3,1
692,64.0,Female,Widowed,Unemployed,163992.0,329600.0,24,726.0,3,0
693,65.0,Female,Married,Unemployed,42144.0,344003.0,12,835.0,2,0
694,52.0,Female,Married,Unemployed,140270.0,214545.0,72,632.0,3,1
695,65.0,Male,Divorced,Self-Employed,235490.0,159161.0,24,739.0,1,1
696,67.0,Female,Single,Unemployed,153637.0,334382.0,48,423.0,3,0
697,41.0,Male,Divorced,Unemployed,108909.0,343084.0,48,601.0,4,0
698,36.0,Male,Widowed,Self-Employed,205014.0,366278.0,60,648.0,3,0
699,41.0,Male,Divorced,Unemployed,221632.0,341060.0,60,548.0,0,0
700,31.0,Male,Single,Self-Employed,175763.0,223598.0,24,570.0,0,1
701,57.0,Male,Married,Self-Employed,150661.0,328540.0,12,728.0,4,0
702,56.0,Female,Married,Employed,53799.0,496611.0,48,546.0,1,1
703,55.0,Male,Single,Employed,217849.0,8877.0,36,780.0,3,0
704,39.0,Male,Widowed,Self-Employed,54510.0,375551.0,60,397.0,3,0
705,40.0,Male,Single,Self-Employed,107919.0,89256.0,48,628.0,4,1
706,38.0,Female,Widowed,Employed,133043.0,627852.0,72,724.0,2,0
707,67.0,Female,Married,Unemployed,228438.0,36818.0,24,723.0,2,1
708,61.0,Female,Widowed,Unemployed,180047.0,235956.0,48,304.0,1,1
709,69.0,Female,Single,Unemployed,73242.0,53555.0,48,758.0,3,0
710,34.0,Male,Single,Self-Employed,66546.0,309512.0,24,797.0,3,0
711,,Male,Single,Employed,,,60,,3,0
